,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,Glasovi ZA,Odstotek glasov ZA,Glasovi PROTI,Odstotek glasov PROTI
806,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,64,"Sedež KS, Trnovo 37",439,155,0.3531,155,153,2,1.0,78,0.509804,75,0.490196
807,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,901,Predčasno glasovanje,0,337,0.0,337,337,0,1.0,189,0.560831,148,0.439169
808,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,997,Po pošti v Sloveniji OVK,0,40,0.0,40,38,2,1.0,16,0.421053,22,0.578947
809,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
810,VE 2000 - POSTOJNA,VO 2009 - NOVA GORICA 1,999,Posebni volilni imenik,1575,0,0.0,0,0,0,,0,0.0,0,0.0
811,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,1,OŠ Bukovica - Bukovica 44,914,373,0.4081,373,372,1,1.0,218,0.586022,154,0.413978
812,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,2,"KS Kromberk-Loke, Ul. Vinka Vodopivca 90",1014,447,0.4408,447,444,3,1.0,238,0.536036,206,0.463964
813,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,3,Kmetijsko gozdarski zavod  - Pri hrastu 18,876,417,0.476,417,415,2,1.0,241,0.580723,174,0.419277
814,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,4,"Goriška knjižnica Franceta Bevka,Trg E.Kardelja 4",365,139,0.3808,139,138,1,1.0,70,0.507246,68,0.492754
815,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,5,"Mestna občina NG-sejna dvorana, Trg E. Kardelja 1",414,117,0.2826,117,117,0,1.0,63,0.538462,54,0.461538
816,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,6,OŠ Kozara - Kidričeva ul. 35,500,189,0.378,189,189,0,1.0,111,0.587302,78,0.412698
817,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,7,"OŠ Frana Erjavca, Kidričeva ul. 36",632,261,0.413,261,259,2,1.0,192,0.741313,67,0.258687
818,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,8,"OŠ Milojke Štrukelj, Delpinova ul. 7",537,155,0.2886,155,153,2,1.0,87,0.568627,66,0.431373
819,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,9,"Zveza kulturnih društev, Ul. Gradnikove br. 25",564,193,0.3422,193,192,1,1.0,115,0.598958,77,0.401042
820,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,10,"Mestna občina NG-Sejna dvorana, Trg E. Kardelja 1",523,141,0.2696,141,141,0,1.0,78,0.553191,63,0.446809
821,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,11,OŠ Ledine - Cankarjeva ul. 23,640,268,0.4188,268,268,0,1.0,154,0.574627,114,0.425373
822,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,12,VDC Nova Gorica - Sedejeva ul. 10,799,285,0.3567,285,280,5,1.0,135,0.482143,145,0.517857
823,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,13,OŠ Ledine - Cankarjeva ul. 23,578,200,0.346,200,197,3,1.0,106,0.538071,91,0.461929
824,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,14,MIC - Cankarjeva ul. 8a,656,280,0.4268,280,276,4,1.0,154,0.557971,122,0.442029
825,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,15,MIC - Cankarjeva ul. 8a,509,171,0.336,171,170,1,1.0,101,0.594118,69,0.405882
826,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,16,"Bivši maloobmejni prehod, Erjavčeva ul. 53",300,140,0.4667,140,140,0,1.0,71,0.507143,69,0.492857
827,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,17,KS Nova Gorica - Erjavčeva ul. 4,352,136,0.3864,136,136,0,1.0,95,0.698529,41,0.301471
828,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,18,Srednja ekonomska in trgovska šola- Erjavčeva 8,706,248,0.3513,248,245,3,1.0,152,0.620408,93,0.379592
829,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,19,"Srednja ekonomska in trgovska šola, Erjavčeva 8",777,270,0.3475,270,269,1,1.0,143,0.531599,126,0.468401
830,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,20,"MEGATERM, Cesta 25. junija 1g",475,206,0.4337,206,204,2,1.0,110,0.539216,94,0.460784
831,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,21,"VDC - Želva, Ajševica 42, R. Dolina",253,113,0.4466,113,113,0,1.0,54,0.477876,59,0.522124
832,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,22,"Univerza v Novi Gorici, Vipavska c. 13, R. Dolina",830,343,0.4133,343,340,3,1.0,204,0.6,136,0.4
833,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,23,Kulturni dom Stara Gora - Stara Gora 14,151,58,0.3841,58,58,0,1.0,40,0.689655,18,0.310345
834,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,24,"KS Solkan, Trg Jožeta Srebrniča 7",529,241,0.4556,241,239,2,1.0,134,0.560669,105,0.439331
835,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,25,OŠ Solkan - Šolska ul. 25,732,351,0.4795,351,349,2,1.0,180,0.515759,169,0.484241
836,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,26,"Vrtec Julke Pavletič, Ulica L.Slokarja 8",749,353,0.4713,353,351,2,1.0,195,0.555556,156,0.444444
837,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,27,"OŠ Solkan, Šolska ul. 25",388,139,0.3582,139,135,4,1.0,58,0.42963,77,0.57037
838,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,28,Center starejših Šempeter-C. prekomorskih br. 62a,530,239,0.4509,239,237,2,1.0,111,0.468354,126,0.531646
839,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,29,"Občinska uprava-Coroninijev dvorec,Trg I. Roba 3a",1179,546,0.4631,546,538,8,1.0,256,0.475836,282,0.524164
840,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,30,"OŠ Ivana Roba, Ul. Andreja Gabrščka 1",432,186,0.4306,186,185,1,1.0,101,0.545946,84,0.454054
841,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,31,"Ulica Ivana Suliča 12/a, Šempeter",616,286,0.4643,286,286,0,1.0,159,0.555944,127,0.444056
842,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,32,OŠ Vogrsko - Vogrsko 99,780,320,0.4103,320,318,2,1.0,133,0.418239,185,0.581761
843,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,33,"MC Vrtojba, Ulica 9. septembra 72",1152,524,0.4549,524,524,0,1.0,247,0.471374,277,0.528626
844,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,34,"OŠ Vrtojba, Ulica 9. septembra 132a",814,369,0.4533,369,369,0,1.0,175,0.474255,194,0.525745
845,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,901,Predčasno glasovanje,0,820,0.0,820,819,1,1.0,589,0.71917,230,0.28083
846,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,970,OMNIA od: 2010,0,121,0.0,121,120,1,1.0,54,0.45,66,0.55
847,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,997,Po pošti v Sloveniji OVK,0,47,0.0,47,47,0,1.0,29,0.617021,18,0.382979
848,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
849,VE 2000 - POSTOJNA,VO 2010 - NOVA GORICA 2,999,Posebni volilni imenik,2561,0,0.0,0,0,0,,0,0.0,0,0.0
850,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,1,"OŠ Danila Lokarja, Cesta 5. maja 15, Ajdovščina",652,286,0.4387,286,285,1,1.0,102,0.357895,183,0.642105
851,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,2,"Stavba Občine Ajdovščina, Cesta 5. maja 6a",514,217,0.4222,217,217,0,1.0,78,0.359447,139,0.640553
852,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,3,"Prostori PGD, Tovarniška c. 3g, Ajdovščina",440,163,0.3705,163,161,2,1.0,77,0.478261,84,0.521739
853,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,4,"Otroški vrtec Ob Hublju, Ob Hublju 1, Ajdovščina",559,245,0.4383,245,244,1,1.0,118,0.483607,126,0.516393
854,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,5,"Dom krajanov Ajdovščina, Prešernova ulica 26",562,268,0.4769,268,268,0,1.0,83,0.309701,185,0.690299
855,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,6,"Osnovna šola Šturje, Bevkova ul. 22, Ajdovščina",862,399,0.4629,399,397,2,1.0,175,0.440806,222,0.559194
856,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,7,"Otroški vrtec Ribnik, Pot v Žapuže 14, Ajdovščina",1215,564,0.4642,564,561,3,1.0,251,0.447415,310,0.552585
857,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,8,"Dom krajanov Žapuže, Žapuže 10",356,199,0.559,199,199,0,1.0,79,0.396985,120,0.603015
858,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,9,"Dom krajanov Dolga Poljana, Dolga Poljana 17",306,179,0.585,179,178,1,1.0,64,0.359551,114,0.640449
859,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,10,"Stara šola Budanje, Budanje 37",676,414,0.6124,414,414,0,1.0,52,0.125604,362,0.874396
860,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,11,"Dvorana Edmunda Čibeja, Lokavec 126a",926,476,0.514,476,469,7,1.0,143,0.304904,326,0.695096
861,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,12,"Dom krajanov Predmeja, Predmeja 93a ",292,136,0.4658,136,134,2,1.0,90,0.671642,44,0.328358
862,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,13,"Dom krajanov Otlica, Otlica 47",250,116,0.464,116,115,1,1.0,44,0.382609,71,0.617391
863,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,14,"Taborniški dom na Kovku, Kovk 13",101,59,0.5842,59,58,1,1.0,16,0.275862,42,0.724138
864,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,15,"Osnovna šola Col, Col 35",711,371,0.5218,371,370,1,1.0,59,0.159459,311,0.840541
865,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,16,"Osnovna šola v Podkraju, Podkraj 9",581,325,0.5594,325,323,2,1.0,29,0.089783,294,0.910217
866,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,17,"Dom krajanov Stomaž, Stomaž 36",245,132,0.5388,132,131,1,1.0,23,0.175573,108,0.824427
867,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,18,"Prostori KS Skrilje, Skrilje 39",251,159,0.6335,159,159,0,1.0,30,0.188679,129,0.811321
868,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,19,"Dom krajanov Cesta, Cesta 94a",437,221,0.5057,221,220,1,1.0,77,0.35,143,0.65
869,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,20,"Dom krajanov Vipavski Križ, Vipavski Križ 8",376,174,0.4628,174,173,1,1.0,68,0.393064,105,0.606936
870,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,21,"Dom krajanov Plače, Plače 27 a",212,127,0.5991,127,124,3,1.0,45,0.362903,79,0.637097
871,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,22,"Martinova dvorana v Gaberjah, Gaberje 37",151,84,0.5563,84,84,0,1.0,19,0.22619,65,0.77381
872,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,23,"Gasilski dom Šmarje, Šmarje 48a",325,134,0.4123,134,133,1,1.0,44,0.330827,89,0.669173
873,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,24,"Večnamenski prostor na Ustjah, Ustje 18",366,198,0.541,198,196,2,1.0,40,0.204082,156,0.795918
874,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,25,"Dom krajanov Planina, Planina 58",489,227,0.4642,227,226,1,1.0,53,0.234513,173,0.765487
875,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,26,"Dom krajanov Velike Žablje, Velike Žablje 88a",254,149,0.5866,149,146,3,1.0,33,0.226027,113,0.773973
876,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,27,"Dom krajanov Dobravlje, Dobravlje 34a",366,178,0.4863,178,178,0,1.0,57,0.320225,121,0.679775
877,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,28,"Učni center Brje, Brje 53",314,157,0.5,157,157,0,1.0,83,0.528662,74,0.471338
878,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,29,"Dom krajanov Kamnje- Potoče, Kamnje 61",350,183,0.5229,183,183,0,1.0,52,0.284153,131,0.715847
879,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,30,"Osnovna šola v Vrtovinu, Vrtovin 74",393,218,0.5547,218,218,0,1.0,66,0.302752,152,0.697248
880,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,31,"Dom krajanov Gojače - Malovše, Gojače 48",243,117,0.4815,117,117,0,1.0,28,0.239316,89,0.760684
881,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,32,"Dom krajanov Selo, Selo 39a",358,193,0.5391,193,192,1,1.0,71,0.369792,121,0.630208
882,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,33,"Stavba v športnem parku Batuje, Batuje 38b",304,152,0.5,152,152,0,1.0,74,0.486842,78,0.513158
883,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,34,"Osnovna šola v Črničah, Črniče 27",467,218,0.4668,218,218,0,1.0,80,0.366972,138,0.633028
884,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,35,"Enota Lavričeve knjižnice Vipava,Beblerjeva ul.17",562,285,0.5071,285,280,5,1.0,91,0.325,189,0.675
885,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,36,"Avla Kulturnega doma Vipava, Glavni trg 15, Vipava",405,233,0.5753,233,231,2,1.0,70,0.30303,161,0.69697
886,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,37,"OŠ Draga Bajca Vipava, Vinarska c. 4, Vipava",536,264,0.4925,264,264,0,1.0,58,0.219697,206,0.780303
887,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,38,"Osnovna šola v Vrhpolju, Vrhpolje 41",748,446,0.5963,446,443,3,1.0,56,0.126411,387,0.873589
888,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,39,"Kulturni dom Gradišče, Gradišče pri Vipavi 35b",200,116,0.58,116,116,0,1.0,33,0.284483,83,0.715517
889,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,40,"Prostori krajevne skupnosti Slap, Slap 58",325,180,0.5538,180,180,0,1.0,38,0.211111,142,0.788889
890,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,41,"Krajevna skupnost Lože (stara šola), Lože 53",294,172,0.585,171,171,0,1.0,32,0.187135,139,0.812865
891,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,42,"Krajevna skupnost Erzelj (stara šola), Erzelj 17",67,50,0.7463,50,49,1,1.0,25,0.510204,24,0.489796
892,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,43,"Prostori krajevne skupnosti Goče, Goče 34",154,82,0.5325,82,82,0,1.0,23,0.280488,59,0.719512
893,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,44,"Kulturni dom Podraga, Podraga 7",267,152,0.5693,152,150,2,1.0,50,0.333333,100,0.666667
894,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,45,"Kulturni dom Janka Premrla - Vojka, Podnanos 71",658,393,0.5973,393,391,2,1.0,69,0.176471,322,0.823529
895,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,46,"Krajevna skupnost Lozice (stara šola), Lozice 34",207,121,0.5845,121,119,2,1.0,20,0.168067,99,0.831933
896,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,901,Predčasno glasovanje,0,484,0.0,484,483,1,1.0,241,0.498965,242,0.501035
897,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,970,OMNIA od: 2011,0,35,0.0,35,35,0,1.0,13,0.371429,22,0.628571
898,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,997,Po pošti v Sloveniji OVK,0,29,0.0,29,29,0,1.0,10,0.344828,19,0.655172
899,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
900,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,999,Posebni volilni imenik,1436,0,0.0,0,0,0,,0,0.0,0,0.0
901,VE 3000 - LJUBLJANA CENTER,VO 3000 - LJUBLJANA CENTER,9703000,OMNIA od: 3000,0,0,0.0,0,0,0,,0,0.0,0,0.0
902,VE 3000 - LJUBLJANA CENTER,VO 3000 - LJUBLJANA CENTER,9973000,Po pošti v Sloveniji VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
903,VE 3000 - LJUBLJANA CENTER,VO 3000 - LJUBLJANA CENTER,9983000,Po pošti v tujini VKVE,0,44,0.0,44,44,0,1.0,28,0.636364,16,0.363636
904,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,1,"Občina Cerknica, C. 4. maja 53, Cerknica",1077,423,0.3928,423,422,1,1.0,175,0.414692,247,0.585308
905,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,2,"UE Cerknica, C. 4. maja 24, Cerknica",1029,423,0.4111,423,421,2,1.0,215,0.510689,206,0.489311
906,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,3,"OŠ Notranjski odred Cerknica, C. 4. maja 92",996,455,0.4568,455,451,4,1.0,187,0.414634,264,0.585366
907,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,4,"GD Dolenja vas, Dolenja vas 54",373,196,0.5255,196,195,1,1.0,71,0.364103,124,0.635897
908,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,5,"GD Dolenje Jezero, Dolenje Jezero 50b",202,103,0.5099,103,103,0,1.0,19,0.184466,84,0.815534
909,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,6,"OŠ J. Krajca Rakek, Partizanska c. 28, Rakek",927,360,0.3883,360,358,2,1.0,193,0.539106,165,0.460894
910,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,7,"Krajevni urad Rakek, Trg padlih borcev 2, Rakek",747,340,0.4552,340,339,1,1.0,136,0.40118,203,0.59882
911,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,8,"GD Unec, Unec 14",637,332,0.5212,332,332,0,1.0,128,0.385542,204,0.614458
912,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,9,"GD Ivanje selo, Ivanje selo 6",175,117,0.6686,117,115,2,1.0,40,0.347826,75,0.652174
913,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,10,"GD Bezuljak, Bezuljak 21a",180,90,0.5,90,90,0,1.0,24,0.266667,66,0.733333
914,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,11,"TD Menišija, Begunje pri Cerknici 28",872,451,0.5172,451,448,3,1.0,143,0.319196,305,0.680804
915,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,13,"GD Gorenje Otave, Gorenje Otave 4",111,57,0.5135,57,56,1,1.0,21,0.375,35,0.625
916,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,14,"GD Sveti Vid, Sveti Vid 5",180,81,0.45,81,81,0,1.0,15,0.185185,66,0.814815
917,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,15,"GD Cajnarje, Hruškarje 16",223,123,0.5516,123,123,0,1.0,37,0.300813,86,0.699187
918,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,16,"GD Žerovnica, Žerovnica 2a",333,164,0.4925,164,164,0,1.0,85,0.518293,79,0.481707
919,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,17,"GD Martinjak, Martinjak 1b",233,124,0.5322,124,123,1,1.0,37,0.300813,86,0.699187
920,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,18,"GD Gorenje Jezero, Gorenje Jezero 32",117,64,0.547,64,64,0,1.0,27,0.421875,37,0.578125
921,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,19,"POŠ 11. maj Grahovo, Grahovo 120",378,175,0.463,175,175,0,1.0,87,0.497143,88,0.502857
922,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,20,"Ana Žnidaršič, Bločice 5",159,76,0.478,76,75,1,1.0,29,0.386667,46,0.613333
923,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,22,"OŠ Rovte, Rovte 90a",1046,609,0.5822,609,605,4,1.0,87,0.143802,518,0.856198
924,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,23,"KS Log-Zaplana, Zaplana-del 58b",192,118,0.6146,118,115,3,1.0,22,0.191304,93,0.808696
925,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,24,"GD Medvedje Brdo, Medvedje Brdo 40",158,84,0.5316,84,84,0,1.0,6,0.071429,78,0.928571
926,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,25,"POŠ Rovtarske Žibrše, Rovtarske Žibrše 10",191,103,0.5393,103,103,0,1.0,21,0.203883,82,0.796117
927,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,26,"POŠ Laze, Laze 57",341,171,0.5015,171,170,1,1.0,90,0.529412,80,0.470588
928,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,27,"POŠ Vrh Sv. Treh Kraljev, Vrh Sv. Treh Kraljev 19",275,171,0.6218,171,170,1,1.0,31,0.182353,139,0.817647
929,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,28,"OŠ 8 talcev Logatec, Notranjska c. 3, Logatec",1335,546,0.409,538,535,3,1.0,277,0.517757,258,0.482243
930,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,30,"OŠ 8 talcev Logatec, Notranjska c. 3, Logatec",1771,825,0.4658,825,822,3,1.0,402,0.489051,420,0.510949
931,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,31,"Upravni center Logatec, Tržaška c. 50a, Logatec",999,421,0.4214,421,417,4,1.0,184,0.441247,233,0.558753
932,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,32,"Upravni center Logatec, Tržaška c. 50a, Logatec",1333,528,0.3961,528,526,2,1.0,266,0.505703,260,0.494297
933,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,33,"POŠ Hotedršica, Hotedršica 120",670,300,0.4478,300,300,0,1.0,106,0.353333,194,0.646667
934,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,34,"OŠ Tabor Logatec, Tržaška c. 150, Logatec",1638,718,0.4383,718,715,3,1.0,298,0.416783,417,0.583217
935,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,35,"Brunarica na ovinku, Grčarevec 2a",207,112,0.5411,112,111,1,1.0,55,0.495495,56,0.504505
936,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,36,"ZVI Logatec, Tržaška c. 63, Logatec",590,310,0.5254,310,308,2,1.0,139,0.451299,169,0.548701
937,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,37,"Medgen. center Gaber, C. Notr. odr. 45b, Stari trg",865,387,0.4474,387,387,0,1.0,151,0.390181,236,0.609819
938,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,38,"Okrepčevalnica Lož, C. 19. oktobra 54, Lož",452,208,0.4602,208,206,2,1.0,84,0.407767,122,0.592233
939,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,39,"POŠ Iga vas, Iga vas 1",869,464,0.5339,464,463,1,1.0,148,0.319654,315,0.680346
940,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,40,"Gostišče Mlakar, Markovec 15a",315,154,0.4889,154,152,2,1.0,76,0.5,76,0.5
941,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,43,"Večnamenski objekt Babno Polje, Babno Polje 82",239,92,0.3849,92,92,0,1.0,33,0.358696,59,0.641304
942,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,44,"OŠ Nova vas, Nova vas 4b",521,238,0.4568,238,237,1,1.0,57,0.240506,180,0.759494
943,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,45,"GD Velike Bloke, Velike Bloke 22",317,182,0.5741,182,181,1,1.0,57,0.314917,124,0.685083
944,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,47,"VD Sveta Trojica, Sveta Trojica 5a",190,112,0.5895,112,111,1,1.0,30,0.27027,81,0.72973
945,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,49,"Kraševec Bojan, Studenec na Blokah 12a",206,109,0.5291,109,108,1,1.0,19,0.175926,89,0.824074
946,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,901,Predčasno glasovanje - Upravni center Logatec,0,475,0.0,475,475,0,1.0,275,0.578947,200,0.421053
947,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,902,Predčasno glasovanje - UE Cerknica,0,300,0.0,300,300,0,1.0,171,0.57,129,0.43
948,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,970,OMNIA od: 3001,0,28,0.0,28,28,0,1.0,15,0.535714,13,0.464286
949,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,997,Po pošti v Sloveniji OVK,0,32,0.0,32,32,0,1.0,7,0.21875,25,0.78125
950,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
951,VE 3000 - LJUBLJANA CENTER,VO 3001 - LOGATEC,999,Posebni volilni imenik,1598,0,0.0,0,0,0,,0,0.0,0,0.0
952,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,1,"LD Borovnica, Miklavičeva c. 2a, Borovnica",454,209,0.4604,209,209,0,1.0,113,0.54067,96,0.45933
953,VE 3000 - LJUBLJANA CENTER,VO 3002 - VRHNIKA,2,"OŠ Borovnica, Paplerjeva ul. 15, Borovnica",971,400,0.4119,400,399,1,1.0,198,0.496241,201,0.503759
