,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,Glasovi ZA,Odstotek glasov ZA,Glasovi PROTI,Odstotek glasov PROTI
0,VE 1000 - KRANJ,VO 1000 - KRANJ,9701000,OMNIA od: 1000,0,0,0.0,0,0,0,,0,0.0,0,0.0
1,VE 1000 - KRANJ,VO 1000 - KRANJ,9971000,Po pošti v Sloveniji VKVE,0,32,0.0,32,32,0,1.0,18,0.5625,14,0.4375
2,VE 1000 - KRANJ,VO 1000 - KRANJ,9981000,Po pošti v tujini VKVE,0,33,0.0,33,33,0,1.0,24,0.727273,9,0.272727
3,VE 1000 - KRANJ,VO 1001 - JESENICE,1,"Vrtec Rateče, Rateče 18, Rateče",545,246,0.4514,246,244,2,1.0,120,0.491803,124,0.508197
4,VE 1000 - KRANJ,VO 1001 - JESENICE,2,"Krajevna skupnost Podkoren, Podkoren 15, Podkoren",344,140,0.407,140,138,2,1.0,60,0.434783,78,0.565217
5,VE 1000 - KRANJ,VO 1001 - JESENICE,3,"Občina Kranjska Gora, Kolodvorska ul. 1b,Kr. Gora",639,234,0.3662,234,231,3,1.0,100,0.4329,131,0.5671
6,VE 1000 - KRANJ,VO 1001 - JESENICE,4,"OŠ Kranjska Gora, Koroška ulica 12, Kranjska Gora",594,229,0.3855,229,227,2,1.0,138,0.60793,89,0.39207
7,VE 1000 - KRANJ,VO 1001 - JESENICE,5,"GD Gozd Martuljek, Zg. Rute 85, Gozd Martuljek",581,231,0.3976,231,228,3,1.0,112,0.491228,116,0.508772
8,VE 1000 - KRANJ,VO 1001 - JESENICE,6,"Kulturni dom Dovje, Dovje 109, Dovje",510,208,0.4078,208,207,1,1.0,99,0.478261,108,0.521739
9,VE 1000 - KRANJ,VO 1001 - JESENICE,7,"OŠ 16. december Mojstrana, Ulica Alojza Rabiča 7",1032,435,0.4215,435,434,1,1.0,236,0.543779,198,0.456221
10,VE 1000 - KRANJ,VO 1001 - JESENICE,8,"Stara gostilna Psnak, Zg. Radovna 17, Zg. Radovna",52,32,0.6154,32,32,0,1.0,14,0.4375,18,0.5625
11,VE 1000 - KRANJ,VO 1001 - JESENICE,9,"PGD Hrušica, Hrušica 13, Hrušica",229,87,0.3799,87,86,1,1.0,54,0.627907,32,0.372093
12,VE 1000 - KRANJ,VO 1001 - JESENICE,10,"Kulturni dom Hrušica, Hrušica 55A, Hrušica ",1024,368,0.3594,368,368,0,1.0,196,0.532609,172,0.467391
13,VE 1000 - KRANJ,VO 1001 - JESENICE,11,"KS Pl. pod Golico,Pl. pod Golico 31,Pl.pod Golico",333,147,0.4414,147,147,0,1.0,56,0.380952,91,0.619048
14,VE 1000 - KRANJ,VO 1001 - JESENICE,12,"Hiša Klinar Štefan, Plavški Rovt 14, Plavški Rovt",63,21,0.3333,21,21,0,1.0,5,0.238095,16,0.761905
15,VE 1000 - KRANJ,VO 1001 - JESENICE,13,"DU dr.F.Bergelja,stavba C,Ul. S.Bokala 4,Jesenice",572,153,0.2675,153,153,0,1.0,79,0.51634,74,0.48366
16,VE 1000 - KRANJ,VO 1001 - JESENICE,14,"Zdravstveni dom Jesenice, C. m. Tita 78, Jesenice",1016,297,0.2923,297,296,1,1.0,151,0.510135,145,0.489865
17,VE 1000 - KRANJ,VO 1001 - JESENICE,15,"OŠ Toneta Čufarja, Cesta C. Tavčarja 21, Jesenice",1160,270,0.2328,270,269,1,1.0,144,0.535316,125,0.464684
18,VE 1000 - KRANJ,VO 1001 - JESENICE,16,"JEKO d.o.o., Cesta maršala Tita 51, Jesenice",1174,315,0.2683,315,313,2,1.0,160,0.511182,153,0.488818
19,VE 1000 - KRANJ,VO 1001 - JESENICE,17,"Vrtec Angelce Ocepek, C. C. Tavčarja 3A, Jesenice",1072,302,0.2817,302,301,1,1.0,172,0.571429,129,0.428571
20,VE 1000 - KRANJ,VO 1001 - JESENICE,18,"Krajevna skupnost Sava, Pod gozdom 2, Jesenice",826,277,0.3354,277,277,0,1.0,165,0.595668,112,0.404332
21,VE 1000 - KRANJ,VO 1001 - JESENICE,19,"OŠ Prežihovega Voranca-1,C. T. Tomšiča 5,Jesenice",380,154,0.4053,154,154,0,1.0,84,0.545455,70,0.454545
22,VE 1000 - KRANJ,VO 1001 - JESENICE,20,"OŠ Prežihovega Voranca-2,C. T. Tomšiča 5,Jesenice",491,135,0.2749,135,135,0,1.0,90,0.666667,45,0.333333
23,VE 1000 - KRANJ,VO 1001 - JESENICE,21,"OŠ P. Stražišarja-1, Ul. V. Kejžarja 35, Jesenice",437,109,0.2494,109,108,1,1.0,66,0.611111,42,0.388889
24,VE 1000 - KRANJ,VO 1001 - JESENICE,22,"OŠ P. Stražišarja-2, Ul. V. Kejžarja 35, Jesenice",656,112,0.1707,112,110,2,1.0,59,0.536364,51,0.463636
25,VE 1000 - KRANJ,VO 1001 - JESENICE,23,"Zavod za šport,sejna soba,Ledarska ul.6A,Jesenice",369,71,0.1924,71,71,0,1.0,39,0.549296,32,0.450704
26,VE 1000 - KRANJ,VO 1001 - JESENICE,24,"KS Podmežakla, Mencingerjeva ulica 1, Jesenice",731,153,0.2093,153,152,1,1.0,71,0.467105,81,0.532895
27,VE 1000 - KRANJ,VO 1001 - JESENICE,25,"GD Javorniški Rovt, Javorniški Rovt 17, Jav. Rovt",242,102,0.4215,102,101,1,1.0,32,0.316832,69,0.683168
28,VE 1000 - KRANJ,VO 1001 - JESENICE,26,"OŠ Koroška Bela-1, Cesta talcev 2, Koroška Bela",739,213,0.2882,213,210,3,1.0,115,0.547619,95,0.452381
29,VE 1000 - KRANJ,VO 1001 - JESENICE,27,"OŠ Koroška Bela-2, Cesta talcev 2, Koroška Bela",910,341,0.3747,341,341,0,1.0,196,0.57478,145,0.42522
30,VE 1000 - KRANJ,VO 1001 - JESENICE,28,"DD J. in A.Pibernik-1,C.B.Kidriča 37C,Sl.Javornik",617,176,0.2853,176,176,0,1.0,99,0.5625,77,0.4375
31,VE 1000 - KRANJ,VO 1001 - JESENICE,29,"DD J. in A.Pibernik-2,C.B.Kidriča 37C,Sl.Javornik",920,273,0.2967,273,273,0,1.0,164,0.600733,109,0.399267
32,VE 1000 - KRANJ,VO 1001 - JESENICE,30,"OŠ Blejska Dobrava, Blejska Dobrava 44,Bl.Dobrava",970,372,0.3835,372,371,1,1.0,174,0.469003,197,0.530997
33,VE 1000 - KRANJ,VO 1001 - JESENICE,31,"Orodišče Kočna, Kočna bš, Kočna",222,108,0.4865,108,108,0,1.0,77,0.712963,31,0.287037
34,VE 1000 - KRANJ,VO 1001 - JESENICE,32,"TVD Partizan Žirovnica, Žirovnica 63, Žirovnica",574,258,0.4495,258,255,3,1.0,116,0.454902,139,0.545098
35,VE 1000 - KRANJ,VO 1001 - JESENICE,33,"Elektrarna Moste, Moste 41, Moste",564,239,0.4238,239,239,0,1.0,141,0.589958,98,0.410042
36,VE 1000 - KRANJ,VO 1001 - JESENICE,34,"Čopova rojstna hiša, Žirovnica 14, Žirovnica",517,222,0.4294,222,221,1,1.0,114,0.515837,107,0.484163
37,VE 1000 - KRANJ,VO 1001 - JESENICE,35,"OŠ Žirovnica, Zabreznica 4, Zabreznica",673,318,0.4725,318,316,2,1.0,158,0.5,158,0.5
38,VE 1000 - KRANJ,VO 1001 - JESENICE,36,"Občina Žirovnica, Breznica 3, Breznica",661,352,0.5325,352,350,2,1.0,158,0.451429,192,0.548571
39,VE 1000 - KRANJ,VO 1001 - JESENICE,37,"Jalnova rojstna hiša, Rodine 10, Rodine",733,372,0.5075,372,371,1,1.0,182,0.490566,189,0.509434
40,VE 1000 - KRANJ,VO 1001 - JESENICE,901,Predčasno glasovanje,0,452,0.0,452,452,0,1.0,271,0.599558,181,0.400442
41,VE 1000 - KRANJ,VO 1001 - JESENICE,970,OMNIA od: 1001,0,33,0.0,33,33,0,1.0,25,0.757576,8,0.242424
42,VE 1000 - KRANJ,VO 1001 - JESENICE,997,Po pošti v Sloveniji OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
43,VE 1000 - KRANJ,VO 1001 - JESENICE,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
44,VE 1000 - KRANJ,VO 1001 - JESENICE,999,Posebni volilni imenik,2831,0,0.0,0,0,0,,0,0.0,0,0.0
45,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,1,"Gasilski dom Mlino, Mlinska cesta 26, Bled",280,143,0.5107,143,142,1,1.0,59,0.415493,83,0.584507
46,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,2,"Gasilski dom Rečica, Rečiška cesta 4, Bled",715,324,0.4531,324,322,2,1.0,152,0.47205,170,0.52795
47,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,3,"Občina Bled, Cesta svobode 13, Bled",841,328,0.39,328,327,1,1.0,175,0.535168,152,0.464832
48,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,4,"Osnovna šola Bled, Seliška cesta 3, Bled",714,337,0.472,337,337,0,1.0,185,0.548961,152,0.451039
49,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,5,"INFOCENTER TRIGLAVSKA ROŽA BLED, Ljubljanska c.27",668,319,0.4775,319,318,1,1.0,187,0.58805,131,0.41195
50,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,6,"Kulturni dom Bohinjska Bela, Bohinjska Bela  37",525,239,0.4552,239,239,0,1.0,118,0.493724,121,0.506276
51,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,7,"Pri Kunavc, Krnica 21, Zgornje Gorje",417,189,0.4532,189,188,1,1.0,62,0.329787,126,0.670213
52,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,8,"Osnovna šola Gorje, Zg. Gorje 44 a, Zg. Gorje",390,145,0.3718,145,145,0,1.0,53,0.365517,92,0.634483
53,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,9,"Osnovna šola Gorje, Zg. Gorje 44a, Zg. Gorje",381,166,0.4357,166,165,1,1.0,51,0.309091,114,0.690909
54,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,10,"Dom upokojencev Spodnje Gorje, Sp. Gorje 208",769,345,0.4486,345,343,2,1.0,147,0.428571,196,0.571429
55,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,11,"Gasilski dom Podhom, Podhom 15, Zgornje Gorje",253,126,0.498,126,126,0,1.0,54,0.428571,72,0.571429
56,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,12,"Zadružni dom Ribno, Izletniška ulica 11, Bled",813,368,0.4526,368,368,0,1.0,199,0.540761,169,0.459239
57,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,13,"Natura hotel LUKANC, Selo pri Bledu 8, Bled",170,73,0.4294,73,73,0,1.0,29,0.39726,44,0.60274
58,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,14,"Kulturni dom Zasip, Sebenje 6, Bled",838,446,0.5322,446,441,5,1.0,214,0.485261,227,0.514739
59,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,15,"Bohinjska hiša, Mencingerjeva ulica 4, Boh.Bistr.",500,194,0.388,194,192,2,1.0,82,0.427083,110,0.572917
60,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,16,"Dom Joža Ažmana, Triglavska c. 16, Boh. Bistrica",888,324,0.3649,324,324,0,1.0,168,0.518519,156,0.481481
61,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,17,"Gasilski dom Bitnje, Bitnje 13, Boh. Bistrica",86,50,0.5814,50,50,0,1.0,28,0.56,22,0.44
62,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,18,"Gasilski dom Nomenj, Nomenj 23, Boh. Bistrica",133,68,0.5113,68,67,1,1.0,23,0.343284,44,0.656716
63,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,19,"Turistično društvo Bohinj,Ribčev Laz 48, B.jezero",157,80,0.5096,80,80,0,1.0,60,0.75,20,0.25
64,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,20,"Gasilski dom Kamnje, Kamnje 26 a, Boh.Bistrica",502,228,0.4542,228,227,1,1.0,86,0.378855,141,0.621145
65,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,21,"Gasilski dom Nemški rovt,Nemški rovt18,B.Bistrica",94,61,0.6489,61,60,1,1.0,18,0.3,42,0.7
66,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,22,"Šola na Koprivniku, Koprivnik 4, Boh. Bistrica",177,67,0.3785,67,67,0,1.0,27,0.402985,40,0.597015
67,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,23,"Gasilski dom Gorjuše, Gorjuše 36 a, Boh.Bistrica",128,57,0.4453,57,56,1,1.0,21,0.375,35,0.625
68,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,24,"Avla podružnične šole, Srednja vas 69,Sr.vas v B. ",374,166,0.4439,166,165,1,1.0,54,0.327273,111,0.672727
69,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,25,"Gasilski dom Bohinj. Češnjica, Bohin. Češnjica 79",450,217,0.4822,217,216,1,1.0,70,0.324074,146,0.675926
70,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,26,"Pri Zdenki Platiša,Podjelje 15 a,Sr.vas v Bohinju",62,25,0.4032,25,25,0,1.0,11,0.44,14,0.56
71,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,27,"Center TNP Bohinj, Stara Fužina 37, B.jez.",537,228,0.4246,228,228,0,1.0,87,0.381579,141,0.618421
72,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,28,"Pri Milanu Talerju,Studor v Bohinju 5a,Sr.vas v B",98,51,0.5204,51,51,0,1.0,10,0.196078,41,0.803922
73,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,33,"MGC Vezenine Bled, Ulica Jule Vovk Molnar 2, Bled",723,281,0.3887,281,280,1,1.0,171,0.610714,109,0.389286
74,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,901,"Predčasno g.: Občina Bled, poročna dvorana, Cesta svobode 13, Bled",0,228,0.0,228,228,0,1.0,124,0.54386,104,0.45614
75,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,902,"Predčasno g.: Dom Joža Ažmana, Triglavska cesta 16, Bohinjska Bistrica",0,188,0.0,188,185,3,1.0,122,0.659459,63,0.340541
76,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,997,Po pošti v Sloveniji OVK,0,34,0.0,34,33,1,1.0,7,0.212121,26,0.787879
77,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
78,VE 1000 - KRANJ,VO 1002 - RADOVLJICA 1,999,Posebni volilni imenik,783,0,0.0,0,0,0,,0,0.0,0,0.0
79,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,1,"Klub upokojencev Begunje,Begunje na Gorenjskem 23",884,336,0.3801,336,334,2,1.0,179,0.535928,155,0.464072
80,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,2,"Podružnična šola Begunje, Begunje na Gorenj. 27 b",660,293,0.4439,293,292,1,1.0,144,0.493151,148,0.506849
81,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,3,"GASILSKO ORODIŠČE, pri hiši Konc, Dvorska vas 20a",143,59,0.4126,59,59,0,1.0,26,0.440678,33,0.559322
82,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,4,"Gasilski dom Slatna, Slatna 15",126,57,0.4524,57,57,0,1.0,30,0.526316,27,0.473684
83,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,5,"Dom krajanov Brezje, Brezje 80 c",764,368,0.4817,368,368,0,1.0,143,0.388587,225,0.611413
84,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,6,"Dom krajanov Kamna Gorica, Kamna Gorica 58",401,185,0.4613,185,185,0,1.0,92,0.497297,93,0.502703
85,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,7,"Avla Sindikalnega doma Kropa, Kropa 3",726,249,0.343,249,247,2,1.0,134,0.54251,113,0.45749
86,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,8,"KULTURNI DOM LANCOVO, Lancovo 30",798,376,0.4712,376,375,1,1.0,188,0.501333,187,0.498667
87,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,9,"Gasilski dom Hlebce, Hlebce 9",233,110,0.4721,110,110,0,1.0,49,0.445455,61,0.554545
88,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,10,"Turistična kmetija PR GROM, Hraše 17 c",187,106,0.5668,106,106,0,1.0,36,0.339623,70,0.660377
89,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,11,"OŠ F.S. Finžgarja Lesce, Begunjska cesta 7, Lesce",89,26,0.2921,26,25,1,1.0,10,0.4,15,0.6
90,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,12,"Družbeni center Lesce, Alpska cesta 58, Lesce",1168,491,0.4204,491,490,1,1.0,276,0.563265,214,0.436735
91,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,13,"OŠ F.S. Finžgarja Lesce, Begunjska cesta 7, Lesce",1040,459,0.4413,459,458,1,1.0,234,0.510917,224,0.489083
92,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,14,"Dom ŠD Ljubno, Ljubno 114",383,191,0.4987,191,190,1,1.0,76,0.4,114,0.6
93,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,15,"Vrtec na Posavcu, Posavec 86",458,202,0.441,202,202,0,1.0,108,0.534653,94,0.465347
94,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,16,"Kulturni dom Mošnje, Mošnje 41",381,191,0.5013,191,189,2,1.0,91,0.481481,98,0.518519
95,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,17,"GASILSKI DOM PODNART, Podnart 13",848,416,0.4906,416,415,1,1.0,216,0.520482,199,0.479518
96,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,18,"Športni park Rad.,soba PD, Ul.S. Žagarja 2b, Rad.",894,328,0.3669,328,328,0,1.0,189,0.57622,139,0.42378
97,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,19,"Srednješolski iz. center Radovljica,Kranjska c.24",1106,456,0.4123,456,451,5,1.0,257,0.569845,194,0.430155
98,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,20,"Avla Občine Radovljica,Gorenjska c.19, Radovljica",984,325,0.3303,325,325,0,1.0,187,0.575385,138,0.424615
99,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,21,"Ekon.gimnazija in sr.šola Radovljica,Gorenj. c.13",389,154,0.3959,154,154,0,1.0,85,0.551948,69,0.448052
100,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,22,"OŠ A. T. LINHARTA, Kranjska cesta 27, Radovljica",1279,561,0.4386,561,560,1,1.0,325,0.580357,235,0.419643
101,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,23,"Stanovanjska hiša Jensterle, Nova vas 45",169,58,0.3432,58,58,0,1.0,30,0.517241,28,0.482759
102,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,24,"Športni park Vrbnje, Vrbnje",392,220,0.5612,220,216,4,1.0,106,0.490741,110,0.509259
103,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,25,"Gasilski dom Srednja Dobrava, Srednja Dobrava 7",394,179,0.4543,179,177,2,1.0,85,0.480226,92,0.519774
104,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,26,"Prostor KS Otok, Zgornji Otok 6 a",150,70,0.4667,70,70,0,1.0,20,0.285714,50,0.714286
105,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,901,Predčasno glasovanje,0,615,0.0,615,611,4,1.0,395,0.646481,216,0.353519
106,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,970,OMNIA od: 1003,0,103,0.0,103,103,0,1.0,51,0.495146,52,0.504854
107,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,997,Po pošti v Sloveniji OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
108,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
109,VE 1000 - KRANJ,VO 1003 - RADOVLJICA 2,999,Posebni volilni imenik,948,0,0.0,0,0,0,,0,0.0,0,0.0
110,VE 1000 - KRANJ,VO 1004 - KRANJ 1,1,"Center, Avla MO Kranj, Slovenski trg 1, Kranj",1764,494,0.28,494,492,2,1.0,279,0.567073,213,0.432927
111,VE 1000 - KRANJ,VO 1004 - KRANJ 1,2,"Čirče, Dom KS, Smledniška cesta 136, Kranj",1249,574,0.4596,574,571,3,1.0,265,0.464098,306,0.535902
112,VE 1000 - KRANJ,VO 1004 - KRANJ 1,3,"Klanec II, Dom krajanov, Jezerska c. 41, Kranj",759,222,0.2925,222,221,1,1.0,128,0.579186,93,0.420814
113,VE 1000 - KRANJ,VO 1004 - KRANJ 1,4,"Bratov Smuk I,OŠ Matije Čopa, Ul. Tuga Vidmarja 1",1111,398,0.3582,398,397,1,1.0,223,0.561713,174,0.438287
114,VE 1000 - KRANJ,VO 1004 - KRANJ 1,5,"Bratov Smuk II,OŠ Matije Čopa,Ul. Tuga Vidmarja 1",1141,408,0.3576,408,405,3,1.0,257,0.634568,148,0.365432
115,VE 1000 - KRANJ,VO 1004 - KRANJ 1,6,"Klanec I, Dom krajanov, Jezerska cesta 41, Kranj",977,454,0.4647,454,453,1,1.0,265,0.584989,188,0.415011
116,VE 1000 - KRANJ,VO 1004 - KRANJ 1,7,"Primskovo I, Dom krajanov, Jezerska c. 41, Kranj",1019,467,0.4583,467,466,1,1.0,224,0.480687,242,0.519313
117,VE 1000 - KRANJ,VO 1004 - KRANJ 1,8,"Primskovo II, Dom krajanov, Jezerska c. 41, Kranj",944,360,0.3814,360,360,0,1.0,158,0.438889,202,0.561111
118,VE 1000 - KRANJ,VO 1004 - KRANJ 1,9,"Vodovodni stolp III,OŠ S.Jenka,Ul.XXXI.divizije7a",1376,459,0.3336,459,457,2,1.0,265,0.579869,192,0.420131
119,VE 1000 - KRANJ,VO 1004 - KRANJ 1,10,"Vodovodni stolp II,OŠ S.Jenka,Ul.XXXI.divizije 7a",1363,543,0.3984,543,543,0,1.0,312,0.574586,231,0.425414
120,VE 1000 - KRANJ,VO 1004 - KRANJ 1,11,"Vodovodni stolp I,OŠ S.Jenka,Ul. XXXI.divizije 7a",1292,557,0.4311,557,554,3,1.0,294,0.530686,260,0.469314
121,VE 1000 - KRANJ,VO 1004 - KRANJ 1,12,"Kokrica II, Kulturni dom Kokrica, C. na Brdo 30",1591,764,0.4802,764,761,3,1.0,343,0.450723,418,0.549277
122,VE 1000 - KRANJ,VO 1004 - KRANJ 1,13,"Kokrica I, Kulturni dom Kokrica, C. na Brdo 30",1325,654,0.4936,654,650,4,1.0,308,0.473846,342,0.526154
123,VE 1000 - KRANJ,VO 1004 - KRANJ 1,14,"Predoslje, Kulturni dom, Predoslje 34",942,483,0.5127,483,480,3,1.0,164,0.341667,316,0.658333
124,VE 1000 - KRANJ,VO 1004 - KRANJ 1,16,"Britof, Gasilski dom, Britof 316",1827,871,0.4767,871,864,7,1.0,416,0.481481,448,0.518519
125,VE 1000 - KRANJ,VO 1004 - KRANJ 1,901,Predčasno glasovanje,0,731,0.0,731,728,3,1.0,477,0.65522,251,0.34478
126,VE 1000 - KRANJ,VO 1004 - KRANJ 1,970,OMNIA od: 1004,0,114,0.0,114,114,0,1.0,55,0.482456,59,0.517544
127,VE 1000 - KRANJ,VO 1004 - KRANJ 1,997,Po pošti v Sloveniji OVK,0,19,0.0,19,19,0,1.0,9,0.473684,10,0.526316
128,VE 1000 - KRANJ,VO 1004 - KRANJ 1,998,Po pošti v tujini OVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
129,VE 1000 - KRANJ,VO 1004 - KRANJ 1,999,Posebni volilni imenik,1601,0,0.0,0,0,0,,0,0.0,0,0.0
130,VE 1000 - KRANJ,VO 1005 - KRANJ 2,1,"Huje II,OŠ Jakob Aljaž, Ul.Tončka Dežmana 1,Kranj",1314,399,0.3037,399,398,1,1.0,220,0.552764,178,0.447236
131,VE 1000 - KRANJ,VO 1005 - KRANJ 2,2,"Huje I, OŠ Stane Žagar, C. 1.maja 10 a, Kranj",543,192,0.3536,192,191,1,1.0,110,0.575916,81,0.424084
132,VE 1000 - KRANJ,VO 1005 - KRANJ 2,3,"Planina II,OŠ Stane Žagar, C. 1. maja 10 a, Kranj",1345,484,0.3599,484,484,0,1.0,285,0.588843,199,0.411157
133,VE 1000 - KRANJ,VO 1005 - KRANJ 2,4,"Planina I, OŠ Stane Žagar, C. 1. maja 10 a, Kranj",1392,471,0.3384,471,471,0,1.0,287,0.609342,184,0.390658
134,VE 1000 - KRANJ,VO 1005 - KRANJ 2,5,"Zlato polje I,OŠ F.Prešeren, Kidričeva c.49,Kranj",860,297,0.3453,297,296,1,1.0,166,0.560811,130,0.439189
135,VE 1000 - KRANJ,VO 1005 - KRANJ 2,6,"Zlato Polje II,OŠ F.Prešeren,Kidričeva c.49,Kranj",1227,422,0.3439,422,421,1,1.0,247,0.586698,174,0.413302
136,VE 1000 - KRANJ,VO 1005 - KRANJ 2,7,"Struževo, Dom KS, Struževo 14, Kranj",534,242,0.4532,242,241,1,1.0,131,0.543568,110,0.456432
137,VE 1000 - KRANJ,VO 1005 - KRANJ 2,8,"Gorenja Sava, SSC, Gorenjesavska c.35 a, Kranj",302,104,0.3444,104,104,0,1.0,53,0.509615,51,0.490385
138,VE 1000 - KRANJ,VO 1005 - KRANJ 2,9,"Stražišče I,Šmartinski dom,Škofjeloška c.18,Kranj",1729,730,0.4222,730,727,3,1.0,327,0.449794,400,0.550206
139,VE 1000 - KRANJ,VO 1005 - KRANJ 2,10,"Stražišče II,Šmartinski dom,Škofjeloška c.18,Kr.",1681,712,0.4236,712,709,3,1.0,336,0.473907,373,0.526093
140,VE 1000 - KRANJ,VO 1005 - KRANJ 2,11,"Orehek I, Osnovna šola, Zasavska cesta 53 a,Kranj",1008,455,0.4514,455,455,0,1.0,188,0.413187,267,0.586813
141,VE 1000 - KRANJ,VO 1005 - KRANJ 2,12,"Orehek II, Osnovna šola, Zasavska cesta 53a,Kranj",1254,524,0.4179,524,523,1,1.0,293,0.560229,230,0.439771
142,VE 1000 - KRANJ,VO 1005 - KRANJ 2,13,"Breg ob Savi, GD, Breg ob Savi 34, Mavčiče",437,225,0.5149,225,224,1,1.0,81,0.361607,143,0.638393
143,VE 1000 - KRANJ,VO 1005 - KRANJ 2,14,"Mavčiče, KS Mavčiče, Mavčiče 69, Mavčiče",732,373,0.5096,373,373,0,1.0,109,0.292225,264,0.707775
144,VE 1000 - KRANJ,VO 1005 - KRANJ 2,15,"Podreča, Krelj Thomas, Podreča 74, Mavčiče",457,249,0.5449,249,249,0,1.0,110,0.441767,139,0.558233
145,VE 1000 - KRANJ,VO 1005 - KRANJ 2,16,"Žabnica, Telovadnica, Žabnica 20, Žabnica",610,314,0.5148,314,314,0,1.0,118,0.375796,196,0.624204
146,VE 1000 - KRANJ,VO 1005 - KRANJ 2,17,"Bitnje II, GD, Zg. Bitnje 33, Žabnica",692,298,0.4306,298,298,0,1.0,126,0.422819,172,0.577181
