,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,dr. Anže Logar- št. glasov,dr. Anže Logar- odstotek,Nataša Pirc Musar- št. glasov,Nataša Pirc Musar- odstotek
1806,VE 5000 - CELJE,VO 5002 - CELJE 1,8,"Sedež MČ Lava, Iršičeva ul. 2/a, Celje",933,445,0.477,445,435,10,1.0,205,0.471264,230,0.528736
1807,VE 5000 - CELJE,VO 5002 - CELJE 1,9,"GD Ostrožno, C. na Ostrožno 90, Celje",1541,909,0.5899,909,900,9,1.0,356,0.395556,544,0.604444
1808,VE 5000 - CELJE,VO 5002 - CELJE 1,10,"GD Lopata, Lopata 49, Celje",507,281,0.5542,281,280,1,1.0,149,0.532143,131,0.467857
1809,VE 5000 - CELJE,VO 5002 - CELJE 1,11,"GD Lokrovec, Lokrovec 57, Celje",283,152,0.5371,152,152,0,1.0,98,0.644737,54,0.355263
1810,VE 5000 - CELJE,VO 5002 - CELJE 1,12,"Klenovšek J., Dobrova 16, Celje",601,342,0.5691,342,335,7,1.0,161,0.480597,174,0.519403
1811,VE 5000 - CELJE,VO 5002 - CELJE 1,13,"Dom krajanov, Šmartno v Rožni dolini 5",1793,884,0.493,884,878,6,1.0,528,0.601367,350,0.398633
1812,VE 5000 - CELJE,VO 5002 - CELJE 1,14,"KD Škofja vas, Škofja vas 38",1428,723,0.5063,723,715,8,1.0,390,0.545455,325,0.454545
1813,VE 5000 - CELJE,VO 5002 - CELJE 1,15,"Gostilna Tepež, Runtole 3, Škofja vas",359,185,0.5153,185,182,3,1.0,96,0.527473,86,0.472527
1814,VE 5000 - CELJE,VO 5002 - CELJE 1,19,"Dom KS Ljubečna, Kocbekova c. 45, Ljubečna",1319,647,0.4905,647,642,5,1.0,364,0.566978,278,0.433022
1815,VE 5000 - CELJE,VO 5002 - CELJE 1,21,"Športno društvo Začret, Začret",298,173,0.5805,173,172,1,1.0,98,0.569767,74,0.430233
1816,VE 5000 - CELJE,VO 5002 - CELJE 1,23,"IV. OŠ,  Dečkova cesta 60, Celje",2753,1045,0.3796,1045,1042,3,1.0,403,0.386756,639,0.613244
1817,VE 5000 - CELJE,VO 5002 - CELJE 1,24,"GD Prožinska vas, Prožinska vas 33, Štore",457,252,0.5514,252,252,0,1.0,144,0.571429,108,0.428571
1818,VE 5000 - CELJE,VO 5002 - CELJE 1,25,"OŠ Kompole, Kompole 92, Štore",537,260,0.4842,260,255,5,1.0,119,0.466667,136,0.533333
1819,VE 5000 - CELJE,VO 5002 - CELJE 1,26,"Šuhel Pavel, Laška vas 41, Štore",184,102,0.5543,102,102,0,1.0,39,0.382353,63,0.617647
1820,VE 5000 - CELJE,VO 5002 - CELJE 1,27,"Zlatko Cmok, Pečovje 4/a, Štore",223,142,0.6368,142,142,0,1.0,74,0.521127,68,0.478873
1821,VE 5000 - CELJE,VO 5002 - CELJE 1,29,"KD Štore, C. XIV. divizije 29, Štore",266,97,0.3647,97,96,1,1.0,48,0.5,48,0.5
1822,VE 5000 - CELJE,VO 5002 - CELJE 1,30,"Gobec Drago, Šentjanž nad Štorami 26",180,88,0.4889,88,87,1,1.0,57,0.655172,30,0.344828
1823,VE 5000 - CELJE,VO 5002 - CELJE 1,31,"OŠ Štore, Ul. Cvetke Jerin 5, Štore",1011,486,0.4807,486,472,14,1.0,159,0.336864,313,0.663136
1824,VE 5000 - CELJE,VO 5002 - CELJE 1,32,"GD Svetina, Svetina 6, Štore",360,172,0.4778,172,170,2,1.0,104,0.611765,66,0.388235
1825,VE 5000 - CELJE,VO 5002 - CELJE 1,35,"OŠ A. Bezenška Frankolovo, Frankolovo 11 ",353,170,0.4816,170,170,0,1.0,105,0.617647,65,0.382353
1826,VE 5000 - CELJE,VO 5002 - CELJE 1,36,"Kračun Martin, Bezenškovo Bukovje 9/a",382,212,0.555,212,209,3,1.0,154,0.736842,55,0.263158
1827,VE 5000 - CELJE,VO 5002 - CELJE 1,38,"Karo Janez, Lindek 7, Frankolovo",110,52,0.4727,52,50,2,1.0,35,0.7,15,0.3
1828,VE 5000 - CELJE,VO 5002 - CELJE 1,40,"GD Frankolovo, Stražica 2, Frankolovo",574,314,0.547,314,308,6,1.0,191,0.62013,117,0.37987
1829,VE 5000 - CELJE,VO 5002 - CELJE 1,44,"Večnamenska dvorana, POŠ Nova Cerkev 41",1139,587,0.5154,587,582,5,1.0,401,0.689003,181,0.310997
1830,VE 5000 - CELJE,VO 5002 - CELJE 1,45,"Gasilski dom Socka, Socka 64",586,298,0.5085,298,296,2,1.0,209,0.706081,87,0.293919
1831,VE 5000 - CELJE,VO 5002 - CELJE 1,47,"GD Lemberg, Lemberg pri Novi Cerkvi  19",269,156,0.5799,156,155,1,1.0,116,0.748387,39,0.251613
1832,VE 5000 - CELJE,VO 5002 - CELJE 1,51,"OŠ Vojnik, Prušnikova ul. 14, Vojnik",1130,562,0.4973,562,562,0,1.0,309,0.549822,253,0.450178
1833,VE 5000 - CELJE,VO 5002 - CELJE 1,52,"OŠ Vojnik, Prušnikova ul. 14, Vojnik",915,502,0.5486,502,495,7,1.0,241,0.486869,254,0.513131
1834,VE 5000 - CELJE,VO 5002 - CELJE 1,53,"OSTRI, Ravnak Ivan, Celjska c. 2/b, Vojnik",455,266,0.5846,266,263,3,1.0,167,0.634981,96,0.365019
1835,VE 5000 - CELJE,VO 5002 - CELJE 1,54,"Vrbič Franc, Male Dole 44, Vojnik",416,230,0.5529,230,228,2,1.0,159,0.697368,69,0.302632
1836,VE 5000 - CELJE,VO 5002 - CELJE 1,55,"Majger Jakob, Pristava 14 a",541,256,0.4732,256,256,0,1.0,165,0.644531,91,0.355469
1837,VE 5000 - CELJE,VO 5002 - CELJE 1,56,"Avto Čepin, Pot v Lešje 1, Vojnik",419,262,0.6253,262,260,2,1.0,164,0.630769,96,0.369231
1838,VE 5000 - CELJE,VO 5002 - CELJE 1,58,"ZD Dobrna, Dobrna 1/b, Dobrna",441,234,0.5306,234,234,0,1.0,100,0.42735,134,0.57265
1839,VE 5000 - CELJE,VO 5002 - CELJE 1,59,"KD Dobrna, Dobrna 1/a, Dobrna",1166,642,0.5506,642,640,2,1.0,458,0.715625,182,0.284375
1840,VE 5000 - CELJE,VO 5002 - CELJE 1,64,"OŠ Dobrna, Dobrna 1, Dobrna",134,72,0.5373,72,72,0,1.0,47,0.652778,25,0.347222
1841,VE 5000 - CELJE,VO 5002 - CELJE 1,901,Predčasno glasovanje,0,942,0.0,942,936,6,1.0,486,0.519231,450,0.480769
1842,VE 5000 - CELJE,VO 5002 - CELJE 1,997,Pošta doma OVK,0,76,0.0,76,75,1,1.0,39,0.52,36,0.48
1843,VE 5000 - CELJE,VO 5002 - CELJE 1,9975000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1844,VE 5000 - CELJE,VO 5002 - CELJE 1,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1845,VE 5000 - CELJE,VO 5002 - CELJE 1,998,Pošta tujina OVK,0,69,0.0,69,63,6,1.0,33,0.52381,30,0.47619
1846,VE 5000 - CELJE,VO 5002 - CELJE 1,9985000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1847,VE 5000 - CELJE,VO 5002 - CELJE 1,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1848,VE 5000 - CELJE,VO 5002 - CELJE 1,999,Posebni volilni imenik,1340,0,0.0,0,0,0,,0,0.0,0,0.0
1849,VE 5000 - CELJE,VO 5003 - CELJE 2,2,"Sedež KS, Velika dvorana, Teharska cesta 2a,Celje",1478,648,0.4384,648,643,5,1.0,294,0.457232,349,0.542768
1850,VE 5000 - CELJE,VO 5003 - CELJE 2,4,"Franc Draksler, Tremerje 13, Tremerje",653,314,0.4809,314,313,1,1.0,184,0.587859,129,0.412141
1851,VE 5000 - CELJE,VO 5003 - CELJE 2,7,"Župnija Celje; Sv. Cecilija, Breg 18, Celje",324,146,0.4506,146,145,1,1.0,67,0.462069,78,0.537931
1852,VE 5000 - CELJE,VO 5003 - CELJE 2,8,"Dom krajanov, Zagrad 90, Celje",1510,734,0.4861,734,725,9,1.0,361,0.497931,364,0.502069
1853,VE 5000 - CELJE,VO 5003 - CELJE 2,10,"III.OŠ Celje - telovadnica, Vodnikova  4, Celje",985,357,0.3624,357,354,3,1.0,137,0.387006,217,0.612994
1854,VE 5000 - CELJE,VO 5003 - CELJE 2,11,"III.OŠ Celje - telovadnica, Vodnikova 4, Celje",1143,340,0.2975,340,335,5,1.0,127,0.379104,208,0.620896
1855,VE 5000 - CELJE,VO 5003 - CELJE 2,14,"Rdeči križ; OZ Celje, Delavska ulica 21, Celje",753,220,0.2922,220,218,2,1.0,90,0.412844,128,0.587156
1856,VE 5000 - CELJE,VO 5003 - CELJE 2,15,"Don Boskov center, Don Boskov trg 1, Celje",1487,608,0.4089,608,601,7,1.0,227,0.377704,374,0.622296
1857,VE 5000 - CELJE,VO 5003 - CELJE 2,16,"Sedež KS Medlog, Babno 3a, Celje",553,316,0.5714,316,314,2,1.0,170,0.541401,144,0.458599
1858,VE 5000 - CELJE,VO 5003 - CELJE 2,17,"Plava laguna, Ljubljanska  cesta 58, Celje",823,453,0.5504,453,437,16,1.0,153,0.350114,284,0.649886
1859,VE 5000 - CELJE,VO 5003 - CELJE 2,18,"Zarja Trnovlje, Kulturniška ulica 4, Celje",420,221,0.5262,221,220,1,1.0,106,0.481818,114,0.518182
1860,VE 5000 - CELJE,VO 5003 - CELJE 2,19,"KS Trnovlje pri Celju, Trnoveljska  82, Celje",563,315,0.5595,315,314,1,1.0,171,0.544586,143,0.455414
1861,VE 5000 - CELJE,VO 5003 - CELJE 2,21,"Dijaški dom, Ljubljanska cesta 21, Celje",1537,590,0.3839,590,581,9,1.0,245,0.421687,336,0.578313
1862,VE 5000 - CELJE,VO 5003 - CELJE 2,23,"AMZS d.d., PE Celje,  Ljubljanska cesta 35, Celje",1021,417,0.4084,417,415,2,1.0,159,0.383133,256,0.616867
1863,VE 5000 - CELJE,VO 5003 - CELJE 2,25,"Šolski center Celje, Pot na Lavo 22, Celje",1210,532,0.4397,532,520,12,1.0,187,0.359615,333,0.640385
1864,VE 5000 - CELJE,VO 5003 - CELJE 2,26,"Družbeni prostori, Ul.V.prekomor.brigade 4, Celje",759,357,0.4704,357,352,5,1.0,143,0.40625,209,0.59375
1865,VE 5000 - CELJE,VO 5003 - CELJE 2,27,"I.OŠ Celje, Disloc.enota, Kosovelova 14, Celje",568,267,0.4701,267,264,3,1.0,102,0.386364,162,0.613636
1866,VE 5000 - CELJE,VO 5003 - CELJE 2,28,"Vrtec Zarja, Enota Ringa raja, Nušičeva 2c, Celje",1470,645,0.4388,645,641,4,1.0,232,0.361934,409,0.638066
1867,VE 5000 - CELJE,VO 5003 - CELJE 2,31,"Sedež MČ, Ulica bratov Vošnjakov 1, Celje",1519,621,0.4088,621,617,4,1.0,220,0.356564,397,0.643436
1868,VE 5000 - CELJE,VO 5003 - CELJE 2,32,"Sedež MČ, Ulica bratov Vošnjakov 1, Celje",1440,622,0.4319,622,608,14,1.0,269,0.442434,339,0.557566
1869,VE 5000 - CELJE,VO 5003 - CELJE 2,901,Predčasno glasovanje,0,1538,0.0,1538,1523,15,1.0,557,0.365726,966,0.634274
1870,VE 5000 - CELJE,VO 5003 - CELJE 2,970,OMNIA od: 5003,0,120,0.0,120,119,1,1.0,40,0.336134,79,0.663866
1871,VE 5000 - CELJE,VO 5003 - CELJE 2,997,Pošta doma OVK,0,120,0.0,120,118,2,1.0,47,0.398305,71,0.601695
1872,VE 5000 - CELJE,VO 5003 - CELJE 2,9975000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1873,VE 5000 - CELJE,VO 5003 - CELJE 2,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1874,VE 5000 - CELJE,VO 5003 - CELJE 2,998,Pošta tujina OVK,0,39,0.0,39,37,2,1.0,6,0.162162,31,0.837838
1875,VE 5000 - CELJE,VO 5003 - CELJE 2,9985000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1876,VE 5000 - CELJE,VO 5003 - CELJE 2,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1877,VE 5000 - CELJE,VO 5003 - CELJE 2,999,Posebni volilni imenik,1487,0,0.0,0,0,0,,0,0.0,0,0.0
1878,VE 5000 - CELJE,VO 5004 - ŽALEC 1,1,"Dom KS Vinska Gora, Vinska Gora 31b",1539,894,0.5809,893,885,8,1.0,550,0.621469,335,0.378531
1879,VE 5000 - CELJE,VO 5004 - ŽALEC 1,2,"POŠ Trje I, Galicija 18e",789,408,0.5171,408,405,3,1.0,240,0.592593,165,0.407407
1880,VE 5000 - CELJE,VO 5004 - ŽALEC 1,3,"POŠ Trje II, Galicija 18e",882,451,0.5113,451,448,3,1.0,265,0.591518,183,0.408482
1881,VE 5000 - CELJE,VO 5004 - ŽALEC 1,4,"POŠ Ponikva, Ponikva pri Žalcu 17",1016,559,0.5502,559,554,5,1.0,380,0.685921,174,0.314079
1882,VE 5000 - CELJE,VO 5004 - ŽALEC 1,5,"Prostori KS Gotovlje, Gotovlje 40",1187,640,0.5392,640,631,9,1.0,307,0.486529,324,0.513471
1883,VE 5000 - CELJE,VO 5004 - ŽALEC 1,6,"OŠ Šempeter Volišče I, Šolska 2, Šempeter v S.d.",1019,577,0.5662,577,571,6,1.0,280,0.490368,291,0.509632
1884,VE 5000 - CELJE,VO 5004 - ŽALEC 1,7,"OŠ Šempeter, Volišče II, Šolska 2, Šempeter v S.d",1073,591,0.5508,591,587,4,1.0,335,0.570698,252,0.429302
1885,VE 5000 - CELJE,VO 5004 - ŽALEC 1,8,"Tavčar Alojz, Zg. Grušovlje 18",248,128,0.5161,128,127,1,1.0,69,0.543307,58,0.456693
1886,VE 5000 - CELJE,VO 5004 - ŽALEC 1,9,"Martin Štorman, Kale 17a",203,99,0.4877,99,99,0,1.0,67,0.676768,32,0.323232
1887,VE 5000 - CELJE,VO 5004 - ŽALEC 1,10,"OŠ Polzela, Volišče I, Šolska ul. 3, Polzela",1166,616,0.5283,616,611,5,1.0,313,0.512275,298,0.487725
1888,VE 5000 - CELJE,VO 5004 - ŽALEC 1,11,"Šola Polzela, Volišče II, Šolska ul. 3, Polzela",1341,700,0.522,700,694,6,1.0,394,0.567723,300,0.432277
1889,VE 5000 - CELJE,VO 5004 - ŽALEC 1,12,"Šola Polzela, Volišče III, Šolska ul. 3, Polzela",829,408,0.4922,408,402,6,1.0,204,0.507463,198,0.492537
1890,VE 5000 - CELJE,VO 5004 - ŽALEC 1,13,"Avtohiša Kos, Ločiška c. 10, Polzela",769,456,0.593,456,448,8,1.0,206,0.459821,242,0.540179
1891,VE 5000 - CELJE,VO 5004 - ŽALEC 1,14,"Zadružni dom Andraž, Andraž nad Polzelo 9",814,553,0.6794,553,550,3,1.0,368,0.669091,182,0.330909
1892,VE 5000 - CELJE,VO 5004 - ŽALEC 1,15,"Savinov salon Žalec, Šlandrov trg 25,  Žalec",1284,571,0.4447,571,567,4,1.0,213,0.375661,354,0.624339
1893,VE 5000 - CELJE,VO 5004 - ŽALEC 1,16,"KD Žalec, Volišče I, Aškerčeva 9a, Žalec",920,334,0.363,334,327,7,1.0,123,0.376147,204,0.623853
1894,VE 5000 - CELJE,VO 5004 - ŽALEC 1,17,"KD Žalec, Volišče II, Aškerčeva 9a, Žalec",1363,613,0.4497,613,608,5,1.0,261,0.429276,347,0.570724
1895,VE 5000 - CELJE,VO 5004 - ŽALEC 1,18,"GD Ložnica, Ložnica pri Žalcu 24",447,261,0.5839,261,259,2,1.0,116,0.447876,143,0.552124
1896,VE 5000 - CELJE,VO 5004 - ŽALEC 1,19,"DK Vrbje, Vrbje 68",469,243,0.5181,243,241,2,1.0,102,0.423237,139,0.576763
1897,VE 5000 - CELJE,VO 5004 - ŽALEC 1,901,Predčasno glasovanje,0,749,0.0,749,748,1,1.0,283,0.378342,465,0.621658
1898,VE 5000 - CELJE,VO 5004 - ŽALEC 1,970,OMNIA od: 5004,0,49,0.0,49,49,0,1.0,18,0.367347,31,0.632653
1899,VE 5000 - CELJE,VO 5004 - ŽALEC 1,997,Pošta doma OVK,0,67,0.0,67,66,1,1.0,25,0.378788,41,0.621212
1900,VE 5000 - CELJE,VO 5004 - ŽALEC 1,9975000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1901,VE 5000 - CELJE,VO 5004 - ŽALEC 1,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1902,VE 5000 - CELJE,VO 5004 - ŽALEC 1,998,Pošta tujina OVK,0,29,0.0,29,26,3,1.0,7,0.269231,19,0.730769
1903,VE 5000 - CELJE,VO 5004 - ŽALEC 1,9985000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1904,VE 5000 - CELJE,VO 5004 - ŽALEC 1,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1905,VE 5000 - CELJE,VO 5004 - ŽALEC 1,999,Posebni volilni imenik,711,0,0.0,0,0,0,,0,0.0,0,0.0
1906,VE 5000 - CELJE,VO 5005 - ŽALEC 2,1,"OŠ Liboje, Liboje 122",634,308,0.4858,308,302,6,1.0,148,0.490066,154,0.509934
1907,VE 5000 - CELJE,VO 5005 - ŽALEC 2,2,"KS Liboje, Kasaze 110",652,327,0.5015,327,325,2,1.0,109,0.335385,216,0.664615
1908,VE 5000 - CELJE,VO 5005 - ŽALEC 2,3,"OŠ Petrovče, Petrovče 32",1145,659,0.5755,659,646,13,1.0,296,0.458204,350,0.541796
1909,VE 5000 - CELJE,VO 5005 - ŽALEC 2,4,"GD Arja vas, Arja vas 62a",398,225,0.5653,225,222,3,1.0,109,0.490991,113,0.509009
1910,VE 5000 - CELJE,VO 5005 - ŽALEC 2,5,"DK Mala Pirešica, Mala Pirešica bš",161,84,0.5217,84,81,3,1.0,57,0.703704,24,0.296296
1911,VE 5000 - CELJE,VO 5005 - ŽALEC 2,6,"GD Drešinja vas, Drešinja vas 4a",202,132,0.6535,132,129,3,1.0,77,0.596899,52,0.403101
1912,VE 5000 - CELJE,VO 5005 - ŽALEC 2,7,"Vrtec Levec, Levec 46a",380,225,0.5921,225,223,2,1.0,98,0.439462,125,0.560538
1913,VE 5000 - CELJE,VO 5005 - ŽALEC 2,8,"OŠ Griže I, Griže 1a",726,387,0.5331,387,386,1,1.0,181,0.468912,205,0.531088
1914,VE 5000 - CELJE,VO 5005 - ŽALEC 2,9,"GD Zabukovica, Zabukovica 59b",611,312,0.5106,312,309,3,1.0,145,0.469256,164,0.530744
1915,VE 5000 - CELJE,VO 5005 - ŽALEC 2,10,"Vrtec Pongrac, Pongrac 95b",341,140,0.4106,140,140,0,1.0,79,0.564286,61,0.435714
1916,VE 5000 - CELJE,VO 5005 - ŽALEC 2,11,"Dom kulture Šešče, Šešče pri Preboldu 51",382,222,0.5812,222,218,4,1.0,94,0.431193,124,0.568807
1917,VE 5000 - CELJE,VO 5005 - ŽALEC 2,12,"GD Matke, Matke 76a",298,204,0.6846,204,204,0,1.0,115,0.563725,89,0.436275
1918,VE 5000 - CELJE,VO 5005 - ŽALEC 2,13,"OŠ Prebold, Graščinska c. 7, Prebold",781,457,0.5851,457,453,4,1.0,177,0.390728,276,0.609272
1919,VE 5000 - CELJE,VO 5005 - ŽALEC 2,14,"DC Marof (Režajeva domačija), Dolenja vas 47",893,462,0.5174,462,452,10,1.0,168,0.371681,284,0.628319
1920,VE 5000 - CELJE,VO 5005 - ŽALEC 2,15,"GD Latkova vas, Latkova vas 41 ",809,473,0.5847,473,467,6,1.0,196,0.4197,271,0.5803
1921,VE 5000 - CELJE,VO 5005 - ŽALEC 2,16,"GD Kaplja vas, Kaplja vas 55",246,157,0.6382,157,156,1,1.0,79,0.50641,77,0.49359
1922,VE 5000 - CELJE,VO 5005 - ŽALEC 2,17,"GD Sv. Lovrenc, Sv. Lovrenc 25",327,200,0.6116,200,198,2,1.0,106,0.535354,92,0.464646
1923,VE 5000 - CELJE,VO 5005 - ŽALEC 2,18,"PD Marija Reka, Marija Reka 35",242,111,0.4587,111,109,2,1.0,50,0.458716,59,0.541284
1924,VE 5000 - CELJE,VO 5005 - ŽALEC 2,19,"GD Trnava, Trnava 9",516,306,0.593,306,301,5,1.0,140,0.465116,161,0.534884
1925,VE 5000 - CELJE,VO 5005 - ŽALEC 2,20,"Dom kulture Braslovče I, Braslovče 2a",743,419,0.5639,419,416,3,1.0,216,0.519231,200,0.480769
1926,VE 5000 - CELJE,VO 5005 - ŽALEC 2,21,"GD Parižlje, Parižlje 13",703,436,0.6202,436,432,4,1.0,230,0.532407,202,0.467593
1927,VE 5000 - CELJE,VO 5005 - ŽALEC 2,22,"GD Dobrovlje, Dobrovlje 8a",109,78,0.7156,78,78,0,1.0,67,0.858974,11,0.141026
1928,VE 5000 - CELJE,VO 5005 - ŽALEC 2,23,"DK Gomilsko, Gomilsko 22a",312,181,0.5801,181,181,0,1.0,145,0.801105,36,0.198895
1929,VE 5000 - CELJE,VO 5005 - ŽALEC 2,24,"ŠD Šmatevž, Šmatevž 29b",154,82,0.5325,82,81,1,1.0,42,0.518519,39,0.481481
1930,VE 5000 - CELJE,VO 5005 - ŽALEC 2,25,"GD Grajska vas, Grajska vas 15",281,182,0.6477,182,179,3,1.0,88,0.49162,91,0.50838
1931,VE 5000 - CELJE,VO 5005 - ŽALEC 2,26,"KD Letuš, Letuš 67a",814,501,0.6155,501,496,5,1.0,245,0.493952,251,0.506048
1932,VE 5000 - CELJE,VO 5005 - ŽALEC 2,27,"DK Tabor, Tabor 25",780,527,0.6756,527,520,7,1.0,281,0.540385,239,0.459615
1933,VE 5000 - CELJE,VO 5005 - ŽALEC 2,28,"GD Kapla, Kapla 45a",358,209,0.5838,209,208,1,1.0,132,0.634615,76,0.365385
1934,VE 5000 - CELJE,VO 5005 - ŽALEC 2,29,"GD Loke, Loke 21",254,160,0.6299,160,160,0,1.0,118,0.7375,42,0.2625
1935,VE 5000 - CELJE,VO 5005 - ŽALEC 2,30,"KD Vransko, Vransko 134",871,492,0.5649,492,488,4,1.0,293,0.60041,195,0.39959
1936,VE 5000 - CELJE,VO 5005 - ŽALEC 2,31,"GD Tešova, Tešova 14b",194,107,0.5515,107,106,1,1.0,77,0.726415,29,0.273585
1937,VE 5000 - CELJE,VO 5005 - ŽALEC 2,32,"GD Ločica, Ločica pri Vranskem 49",234,119,0.5085,119,118,1,1.0,81,0.686441,37,0.313559
1938,VE 5000 - CELJE,VO 5005 - ŽALEC 2,33,"Kos Marija, Prapreče 15",245,145,0.5918,145,143,2,1.0,90,0.629371,53,0.370629
1939,VE 5000 - CELJE,VO 5005 - ŽALEC 2,34,"Alojz Ferme, Limovce 3",83,61,0.7349,61,61,0,1.0,44,0.721311,17,0.278689
1940,VE 5000 - CELJE,VO 5005 - ŽALEC 2,35,"GD Prekopa, Prekopa 9",331,211,0.6375,211,209,2,1.0,127,0.607656,82,0.392344
1941,VE 5000 - CELJE,VO 5005 - ŽALEC 2,36,"DK Čeplje, Čeplje 13b",148,89,0.6014,89,87,2,1.0,56,0.643678,31,0.356322
1942,VE 5000 - CELJE,VO 5005 - ŽALEC 2,37,"Dom kulture Braslovče II, Braslovče 2a",1015,569,0.5606,569,561,8,1.0,300,0.534759,261,0.465241
1943,VE 5000 - CELJE,VO 5005 - ŽALEC 2,38,"OŠ Griže II, Griže 1a",667,347,0.5202,347,345,2,1.0,150,0.434783,195,0.565217
1944,VE 5000 - CELJE,VO 5005 - ŽALEC 2,901,Predčasno glasovanje,0,479,0.0,479,476,3,1.0,180,0.378151,296,0.621849
1945,VE 5000 - CELJE,VO 5005 - ŽALEC 2,997,Pošta doma OVK,0,62,0.0,62,62,0,1.0,28,0.451613,34,0.548387
1946,VE 5000 - CELJE,VO 5005 - ŽALEC 2,9975000,Pošta doma VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1947,VE 5000 - CELJE,VO 5005 - ŽALEC 2,99799,Pošta doma DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1948,VE 5000 - CELJE,VO 5005 - ŽALEC 2,998,Pošta tujina OVK,0,15,0.0,15,15,0,1.0,5,0.333333,10,0.666667
1949,VE 5000 - CELJE,VO 5005 - ŽALEC 2,9985000,Pošta tujina VKVE,0,0,0.0,0,0,0,,0,0.0,0,0.0
1950,VE 5000 - CELJE,VO 5005 - ŽALEC 2,99899,Pošta tujina DVK,0,0,0.0,0,0,0,,0,0.0,0,0.0
1951,VE 5000 - CELJE,VO 5005 - ŽALEC 2,999,Posebni volilni imenik,637,0,0.0,0,0,0,,0,0.0,0,0.0
1952,VE 5000 - CELJE,VO 5006 - MOZIRJE,1,"KD Bočna, Bočna, Bočna 63",503,286,0.5686,286,282,4,1.0,113,0.400709,169,0.599291
1953,VE 5000 - CELJE,VO 5006 - MOZIRJE,2,"Avla KD Gornji Grad, Gornji Grad, Attemsov trg 3",996,581,0.5833,581,580,1,1.0,392,0.675862,188,0.324138
1954,VE 5000 - CELJE,VO 5006 - MOZIRJE,3,"KD Šmiklavž, Nova Štifta, Šmiklavž 3",496,277,0.5585,277,276,1,1.0,209,0.757246,67,0.242754
1955,VE 5000 - CELJE,VO 5006 - MOZIRJE,4,"OŠ Ljubno, Ljubno ob Savinji, Cesta v Rastke 10",1386,751,0.5418,751,747,4,1.0,438,0.586345,309,0.413655
1956,VE 5000 - CELJE,VO 5006 - MOZIRJE,5,"KD Radmirje, Radmirje 43",456,270,0.5921,270,267,3,1.0,165,0.617978,102,0.382022
1957,VE 5000 - CELJE,VO 5006 - MOZIRJE,6,"GD Okonina, Okonina 21",204,119,0.5833,119,115,4,1.0,72,0.626087,43,0.373913
1958,VE 5000 - CELJE,VO 5006 - MOZIRJE,7,"OŠ Luče, Luče 77",825,500,0.6061,500,497,3,1.0,383,0.770624,114,0.229376
1959,VE 5000 - CELJE,VO 5006 - MOZIRJE,8,"Gostilna Struge, Raduha 1",203,119,0.5862,119,119,0,1.0,107,0.89916,12,0.10084
1960,VE 5000 - CELJE,VO 5006 - MOZIRJE,9,"Gostilna Polanšek, Podvolovljek 35",187,135,0.7219,135,134,1,1.0,117,0.873134,17,0.126866
1961,VE 5000 - CELJE,VO 5006 - MOZIRJE,10,"Center Rinka, Sejna soba, Solčava 29",425,272,0.64,272,271,1,1.0,202,0.745387,69,0.254613
1962,VE 5000 - CELJE,VO 5006 - MOZIRJE,11,"OŠ Mozirje, Mozirje, Šolska ul. 23",1060,522,0.4925,522,518,4,1.0,215,0.415058,303,0.584942
1963,VE 5000 - CELJE,VO 5006 - MOZIRJE,12,"Kmetija Levc, Loke pri Mozirju 19",438,262,0.5982,262,259,3,1.0,137,0.528958,122,0.471042
1964,VE 5000 - CELJE,VO 5006 - MOZIRJE,13,"Upravni center Mozirje, Mozirje, Šmihelska c. 2",1351,649,0.4804,649,641,8,1.0,407,0.634945,234,0.365055
1965,VE 5000 - CELJE,VO 5006 - MOZIRJE,14,"Šola Lepa Njiva, Lepa Njiva 87",410,234,0.5707,234,233,1,1.0,197,0.845494,36,0.154506
1966,VE 5000 - CELJE,VO 5006 - MOZIRJE,15,"Šola Šmihel, Šmihel nad Mozirjem 28",173,136,0.7861,136,136,0,1.0,118,0.867647,18,0.132353
