,Volilna enota,Volilni_Okraj,ID Volišča,Volišče,Št. volilnih upr.,Udeležba,Odstotek udeležbe,Št. oddanih glasovnic,Št. veljavnih glasovnic,Št. neveljavnih glasovnic,Odstotek preštetih glasovnic,dr. Anže Logar- št. glasov,dr. Anže Logar- odstotek,Nataša Pirc Musar- št. glasov,Nataša Pirc Musar- odstotek
943,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,6,"OŠ Šturje, Bevkova ul. 22, Ajdovščina",862,442,0.5128,442,433,9,1.0,235,0.542725,198,0.457275
944,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,7,"Otroški vrtec Ribnik, Pot v Žapuže 14, Ajdovščina",1136,574,0.5053,574,566,8,1.0,258,0.45583,308,0.54417
945,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,8,"DK Žapuže, Žapuže 10",368,223,0.606,223,215,8,1.0,125,0.581395,90,0.418605
946,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,9,"Dvorana KS Dolga Poljana, Dolga Poljana 17",303,212,0.6997,212,207,5,1.0,116,0.560386,91,0.439614
947,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,10,"Stara šola Budanje, Budanje 37",683,458,0.6706,458,451,7,1.0,353,0.782705,98,0.217295
948,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,11,"Dvorana E. Čibeja, Lokavec 126a",930,536,0.5763,536,532,4,1.0,293,0.550752,239,0.449248
949,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,12,"Dvorana KS Predmeja, Predmeja 93a ",299,181,0.6054,181,177,4,1.0,45,0.254237,132,0.745763
950,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,13,"Dvorana KS Otlica, Otlica 47",241,145,0.6017,145,143,2,1.0,73,0.51049,70,0.48951
951,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,14,"Dom tabornikov na Kovku, Kovk 13",95,79,0.8316,79,79,0,1.0,51,0.64557,28,0.35443
952,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,15,"OŠ Col, Col 35",711,428,0.602,428,427,1,1.0,325,0.761124,102,0.238876
953,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,16,"OŠ v Podkraju, Podkraj 9",577,356,0.617,356,355,1,1.0,304,0.856338,51,0.143662
954,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,17,"DK Stomaž, Stomaž 36",239,144,0.6025,144,142,2,1.0,117,0.823944,25,0.176056
955,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,18,"Prostori KS Skrilje, Skrilje 39",255,149,0.5843,149,149,0,1.0,102,0.684564,47,0.315436
956,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,19,"DK Cesta, Cesta 94a",447,265,0.5928,265,261,4,1.0,132,0.505747,129,0.494253
957,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,20,"Prostori KS Vipavski Križ, Vipavski Križ 8",375,209,0.5573,209,206,3,1.0,102,0.495146,104,0.504854
958,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,21,"DK Plače, Plače 27 a",213,143,0.6714,143,137,6,1.0,78,0.569343,59,0.430657
959,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,22,"Martinova dvorana v Gaberjah, Gaberje 37",145,79,0.5448,79,79,0,1.0,49,0.620253,30,0.379747
960,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,23,"GD Šmarje, Šmarje 48a",329,190,0.5775,190,186,4,1.0,97,0.521505,89,0.478495
961,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,24,"VP na Ustjah, Ustje 18",367,226,0.6158,226,224,2,1.0,150,0.669643,74,0.330357
962,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,25,"DK Planina, Planina 58",486,255,0.5247,255,250,5,1.0,164,0.656,86,0.344
963,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,26,"Dvorana KS V. Žablje, Velike Žablje 88a",263,164,0.6236,164,162,2,1.0,95,0.58642,67,0.41358
964,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,27,"KD Dobravlje, Dobravlje 34a",369,241,0.6531,241,239,2,1.0,116,0.485356,123,0.514644
965,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,28,"Učni center Brje, Brje 53",309,176,0.5696,176,175,1,1.0,69,0.394286,106,0.605714
966,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,29,"DK Kamnje- Potoče, Kamnje 61",355,227,0.6394,227,223,4,1.0,119,0.533632,104,0.466368
967,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,30,"OŠ v Vrtovinu, Vrtovin 74",396,235,0.5934,235,228,7,1.0,132,0.578947,96,0.421053
968,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,31,"DK Gojače - Malovše, Gojače 48",253,142,0.5613,142,141,1,1.0,84,0.595745,57,0.404255
969,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,32,"KD Selo, Selo 39a",341,223,0.654,223,220,3,1.0,103,0.468182,117,0.531818
970,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,33,"Stavba v športnem parku Batuje, Batuje 38b",284,164,0.5775,164,162,2,1.0,78,0.481481,84,0.518519
971,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,34,"OŠ v Črničah, Črniče 27",471,260,0.552,260,257,3,1.0,147,0.571984,110,0.428016
972,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,35,"Enota Lavričeve knjižnice Vipava,Beblerjeva ul.17",555,318,0.573,318,309,9,1.0,179,0.579288,130,0.420712
973,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,36,"Avla KD Vipava, Glavni trg 15, Vipava",417,263,0.6307,263,262,1,1.0,176,0.671756,86,0.328244
974,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,37,"OŠ D. Bajca Vipava, Vinarska c. 4, Vipava",520,309,0.5942,309,305,4,1.0,181,0.593443,124,0.406557
975,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,38,"OŠ v Vrhpolju, Vrhpolje 41",733,476,0.6494,476,474,2,1.0,384,0.810127,90,0.189873
976,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,39,"Dvorana KS, Gradišče pri Vipavi 35b",198,131,0.6616,131,129,2,1.0,80,0.620155,49,0.379845
977,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,40,"Prostori KS Slap, Slap 58",320,212,0.6625,212,208,4,1.0,149,0.716346,59,0.283654
978,VE 2000 - POSTOJNA,VO 2011 - AJDOVŠČINA,41,"KS (Stara šola), Lože 53",293,203,0.6928,203,201,2,1.0,145,0.721393,56,0.278607
